wormbase_gseq,WBGeneID,wikigene_name,status,description
B0252.4,WBGene00000886,cyn-10,lessAbs,unchanged_ELT2_minus
T01B7.4,WBGene00000887,cyn-11,lessAbs,unchanged_ELT2_minus
C34D4.12,WBGene00000888,cyn-12,lessAbs,unchanged_ELT2_minus
Y116A8C.34,WBGene00000889,cyn-13,lessAbs,unchanged_ELT2_minus
F39H2.2,WBGene00000890,sig-7,lessAbs,unchanged_ELT2_minus
Y87G2A.6,WBGene00000891,cyn-15,lessAbs,unchanged_ELT2_minus
Y17G7B.9,WBGene00000892,cyn-16,lessAbs,unchanged_ELT2_minus
M110.5,WBGene00000894,dab-1,lessAbs,unchanged_ELT2_minus
F57B10.10,WBGene00000896,dad-1,lessAbs,unchanged_ELT2_minus
F29C4.1,WBGene00000897,daf-1,lessAbs,unchanged_ELT2_minus
F25E2.5,WBGene00000899,daf-3,lessAbs,unchanged_ELT2_minus
C05D2.1,WBGene00000900,daf-4,lessAbs,unchanged_ELT2_minus
W01G7.1,WBGene00000901,daf-5,lessAbs,unchanged_ELT2_minus
F31F6.5,WBGene00000902,daf-6,lessAbs,unchanged_ELT2_minus
R05D11.1,WBGene00000904,daf-8,lessAbs,unchanged_ELT2_minus
B0240.3,WBGene00000907,daf-11,lessAbs,unchanged_ELT2_minus
F11A1.3,WBGene00000908,daf-12,lessAbs,unchanged_ELT2_minus
F01G10.8,WBGene00000910,daf-14,lessAbs,unchanged_ELT2_minus
C10C5.6,WBGene00000911,daf-15,lessAbs,unchanged_ELT2_minus
R13H8.1,WBGene00000912,daf-16,lessAbs,unchanged_ELT2_minus
T07A9.6,WBGene00000913,daf-18,lessAbs,unchanged_ELT2_minus
F33H1.1,WBGene00000914,daf-19,lessAbs,unchanged_ELT2_minus
C47E8.5,WBGene00000915,hsp-90,lessAbs,unchanged_ELT2_minus
Y48G1A.3,WBGene00000917,daf-25,lessAbs,unchanged_ELT2_minus
K07E3.3,WBGene00000929,dao-3,lessAbs,unchanged_ELT2_minus
C25A1.10,WBGene00000931,dao-5,lessAbs,unchanged_ELT2_minus
T05G5.12,WBGene00000932,dao-6,greater,up_ELT2_minus
C14A4.2,WBGene00000933,dap-3,lessAbs,unchanged_ELT2_minus
F56D1.7,WBGene00000935,daz-1,greater,up_ELT2_minus
T25F10.2,WBGene00000936,dbl-1,lessAbs,unchanged_ELT2_minus
C55B7.8,WBGene00000937,dbr-1,lessAbs,unchanged_ELT2_minus
C26C6.5,WBGene00000938,dcp-66,lessAbs,unchanged_ELT2_minus
K12H4.8,WBGene00000939,dcr-1,lessAbs,unchanged_ELT2_minus
Y113G7A.9,WBGene00000940,dcs-1,lessAbs,unchanged_ELT2_minus
Y39A3CR.4,WBGene00000941,ddp-1,lessAbs,unchanged_ELT2_minus
ZC477.9,WBGene00000942,deb-1,lessAbs,unchanged_ELT2_minus
C09E10.2,WBGene00000958,dgk-1,lessAbs,unchanged_ELT2_minus
F46H6.2,WBGene00000959,dgk-2,lessAbs,unchanged_ELT2_minus
T21B6.1,WBGene00000961,dgn-1,lessAbs,unchanged_ELT2_minus
C01G8.3,WBGene00000965,dhs-1,lessAbs,unchanged_ELT2_minus
F55A12.4,WBGene00000966,dhs-2,less,down_ELT2_minus
T02E1.5,WBGene00000967,dhs-3,lessAbs,unchanged_ELT2_minus
C17G10.8,WBGene00000970,dhs-6,lessAbs,unchanged_ELT2_minus
E04F6.7,WBGene00000971,dhs-7,less,down_ELT2_minus
K10H10.3,WBGene00000972,dhs-8,lessAbs,unchanged_ELT2_minus
Y32H12A.3,WBGene00000973,dhs-9,lessAbs,unchanged_ELT2_minus
F36H9.3,WBGene00000976,dhs-13,lessAbs,unchanged_ELT2_minus
R05D8.10,WBGene00000978,dhs-15,lessAbs,unchanged_ELT2_minus
C10F3.2,WBGene00000979,dhs-16,greater,up_ELT2_minus
F29G9.6,WBGene00000980,dhs-17,lessAbs,unchanged_ELT2_minus
C45B11.3,WBGene00000981,dhs-18,less,down_ELT2_minus
F35B12.2,WBGene00000983,dhs-20,lessAbs,unchanged_ELT2_minus
C15H11.4,WBGene00000985,dhs-22,lessAbs,unchanged_ELT2_minus
Y60A3A.10,WBGene00000987,dhs-24,lessAbs,unchanged_ELT2_minus
F09E10.3,WBGene00000988,dhs-25,lessAbs,unchanged_ELT2_minus
M03A8.1,WBGene00000991,dhs-28,lessAbs,unchanged_ELT2_minus
F27D9.6,WBGene00000992,dhs-29,lessAbs,unchanged_ELT2_minus
T25G12.7,WBGene00000993,dhs-30,lessAbs,unchanged_ELT2_minus
C18D1.1,WBGene00000995,die-1,lessAbs,unchanged_ELT2_minus
F49E8.5,WBGene00000996,dif-1,lessAbs,unchanged_ELT2_minus
K07E12.1,WBGene00000998,dig-1,lessAbs,unchanged_ELT2_minus
C18A11.7,WBGene00001000,dim-1,lessAbs,unchanged_ELT2_minus
C04G2.6,WBGene00001001,dis-3,lessAbs,unchanged_ELT2_minus
R01H10.1,WBGene00001002,div-1,lessAbs,unchanged_ELT2_minus
T26A5.9,WBGene00001005,dlc-1,lessAbs,unchanged_ELT2_minus
C25F6.2,WBGene00001006,dlg-1,lessAbs,unchanged_ELT2_minus
F33E2.2,WBGene00001008,dlk-1,lessAbs,unchanged_ELT2_minus
F43G6.1,WBGene00001016,dna-2,greater,up_ELT2_minus
ZK593.5,WBGene00001017,dnc-1,lessAbs,unchanged_ELT2_minus
C28H8.12,WBGene00001018,dnc-2,lessAbs,unchanged_ELT2_minus
B0035.14,WBGene00001019,dnj-1,lessAbs,unchanged_ELT2_minus
B0035.2,WBGene00001020,dnj-2,lessAbs,unchanged_ELT2_minus
C01G8.4,WBGene00001022,dnj-4,lessAbs,unchanged_ELT2_minus
C04A2.7,WBGene00001023,dnj-5,lessAbs,unchanged_ELT2_minus
C55B6.2,WBGene00001025,dnj-7,lessAbs,unchanged_ELT2_minus
C56C10.13,WBGene00001026,dnj-8,lessAbs,unchanged_ELT2_minus
F11G11.7,WBGene00001027,dnj-9,lessAbs,unchanged_ELT2_minus
F22B7.5,WBGene00001028,dnj-10,lessAbs,unchanged_ELT2_minus
F38A5.13,WBGene00001029,dnj-11,lessAbs,unchanged_ELT2_minus
F39B2.10,WBGene00001030,dnj-12,lessAbs,unchanged_ELT2_minus
F54D5.8,WBGene00001031,dnj-13,lessAbs,unchanged_ELT2_minus
K02G10.8,WBGene00001032,dnj-14,lessAbs,unchanged_ELT2_minus
K08D10.2,WBGene00001033,dnj-15,lessAbs,unchanged_ELT2_minus
R74.4,WBGene00001034,dnj-16,lessAbs,unchanged_ELT2_minus
T03F6.2,WBGene00001035,dnj-17,lessAbs,unchanged_ELT2_minus
T04A8.9,WBGene00001036,dnj-18,lessAbs,unchanged_ELT2_minus
T05C3.5,WBGene00001037,dnj-19,lessAbs,unchanged_ELT2_minus
T15H9.7,WBGene00001038,dnj-20,lessAbs,unchanged_ELT2_minus
T19B4.4,WBGene00001039,dnj-21,lessAbs,unchanged_ELT2_minus
T24H10.3,WBGene00001041,dnj-23,lessAbs,unchanged_ELT2_minus
W07A8.3,WBGene00001043,dnj-25,lessAbs,unchanged_ELT2_minus
Y39C12A.8,WBGene00001044,dnj-26,greater,up_ELT2_minus
Y47H9C.5,WBGene00001045,dnj-27,lessAbs,unchanged_ELT2_minus
Y63D3A.6,WBGene00001047,dnj-29,lessAbs,unchanged_ELT2_minus
Y71F9B.16,WBGene00001048,dnj-30,lessAbs,unchanged_ELT2_minus
F54C1.2,WBGene00001050,dom-3,lessAbs,unchanged_ELT2_minus
C09G4.3,WBGene00001051,cks-1,lessAbs,unchanged_ELT2_minus
K09G1.4,WBGene00001053,dop-2,lessAbs,unchanged_ELT2_minus
T23F1.7,WBGene00001054,dpf-1,lessAbs,unchanged_ELT2_minus
C27C12.7,WBGene00001055,dpf-2,lessAbs,unchanged_ELT2_minus
K02F2.1,WBGene00001056,dpf-3,lessAbs,unchanged_ELT2_minus
F01F1.5,WBGene00001057,dpf-4,lessAbs,unchanged_ELT2_minus
R11E3.7,WBGene00001060,dpf-7,lessAbs,unchanged_ELT2_minus
T23G7.1,WBGene00001061,dpl-1,lessAbs,unchanged_ELT2_minus
F46E10.9,WBGene00001073,dpy-11,lessAbs,unchanged_ELT2_minus
Y47D3B.10,WBGene00001077,dpy-18,lessAbs,unchanged_ELT2_minus
Y59A8B.1,WBGene00001080,dpy-21,lessAbs,unchanged_ELT2_minus
F47A4.2,WBGene00001081,dpy-22,lessAbs,unchanged_ELT2_minus
R160.1,WBGene00001082,dpy-23,lessAbs,unchanged_ELT2_minus
C25G4.5,WBGene00001085,dpy-26,lessAbs,unchanged_ELT2_minus
R13G10.1,WBGene00001086,dpy-27,lessAbs,unchanged_ELT2_minus
Y39A1B.3,WBGene00001087,dpy-28,lessAbs,unchanged_ELT2_minus
ZK863.6,WBGene00001088,dpy-30,lessAbs,unchanged_ELT2_minus
K04A8.6,WBGene00001089,dre-1,lessAbs,unchanged_ELT2_minus
F53A2.5,WBGene00001092,dro-1,lessAbs,unchanged_ELT2_minus
T12E12.4,WBGene00001093,drp-1,lessAbs,unchanged_ELT2_minus
B0464.1,WBGene00001094,dars-1,lessAbs,unchanged_ELT2_minus
F10C2.6,WBGene00001095,dars-2,lessAbs,unchanged_ELT2_minus
K02D7.4,WBGene00001099,dsc-4,lessAbs,unchanged_ELT2_minus
C34F11.9,WBGene00001101,dsh-1,lessAbs,unchanged_ELT2_minus
C27A2.6,WBGene00001102,dsh-2,lessAbs,unchanged_ELT2_minus
F47G6.1,WBGene00001115,dyb-1,lessAbs,unchanged_ELT2_minus
C33G3.1,WBGene00001116,dyc-1,lessAbs,unchanged_ELT2_minus
ZK520.3,WBGene00001118,dyf-2,lessAbs,unchanged_ELT2_minus
C04C3.5,WBGene00001119,dyf-3,lessAbs,unchanged_ELT2_minus
F46F6.4,WBGene00001122,dyf-6,lessAbs,unchanged_ELT2_minus
C02C6.1,WBGene00001130,dyn-1,lessAbs,unchanged_ELT2_minus
F15D3.1,WBGene00001131,dys-1,lessAbs,unchanged_ELT2_minus
Y48B6A.4,WBGene00001133,eat-2,greater,up_ELT2_minus
D2013.5,WBGene00001134,eat-3,lessAbs,unchanged_ELT2_minus
C16C2.2,WBGene00001145,eat-16,lessAbs,unchanged_ELT2_minus
H30A04.1,WBGene00001148,eat-20,lessAbs,unchanged_ELT2_minus
K02A4.1,WBGene00001149,bcat-1,greater,up_ELT2_minus
F38H4.8,WBGene00001151,ech-2,lessAbs,unchanged_ELT2_minus
F43H9.1,WBGene00001152,ech-3,lessAbs,unchanged_ELT2_minus
R06F6.9,WBGene00001153,ech-4,lessAbs,unchanged_ELT2_minus
F56B3.5,WBGene00001154,ech-5,lessAbs,unchanged_ELT2_minus
T05G5.6,WBGene00001155,ech-6,lessAbs,unchanged_ELT2_minus
Y105E8A.4,WBGene00001156,ech-7,less,down_ELT2_minus
F01G10.3,WBGene00001158,ech-9,greater,up_ELT2_minus
F42A10.4,WBGene00001160,efk-1,lessAbs,unchanged_ELT2_minus
Y102A5C.18,WBGene00001161,efl-1,lessAbs,unchanged_ELT2_minus
Y48C3A.17,WBGene00001162,efl-2,lessAbs,unchanged_ELT2_minus
ZK328.2,WBGene00001166,eftu-2,lessAbs,unchanged_ELT2_minus
F25H5.4,WBGene00001167,eef-2,lessAbs,unchanged_ELT2_minus
F31E3.5,WBGene00001168,eef-1A.1,lessAbs,unchanged_ELT2_minus
R03G5.1,WBGene00001169,eef-1A.2,lessAbs,unchanged_ELT2_minus
F16B3.1,WBGene00001171,egl-2,lessAbs,unchanged_ELT2_minus
C51E3.7,WBGene00001172,egl-3,lessAbs,unchanged_ELT2_minus
F55A8.2,WBGene00001173,egl-4,lessAbs,unchanged_ELT2_minus
C46F4.1,WBGene00001175,egl-6,lessAbs,unchanged_ELT2_minus
B0348.4,WBGene00001177,egl-8,lessAbs,unchanged_ELT2_minus
F22E12.4,WBGene00001178,egl-9,lessAbs,unchanged_ELT2_minus
F28C1.2,WBGene00001179,egl-10,lessAbs,unchanged_ELT2_minus
T22B7.1,WBGene00001182,egl-13,lessAbs,unchanged_ELT2_minus
F58A3.2,WBGene00001184,egl-15,lessAbs,unchanged_ELT2_minus
F55A8.1,WBGene00001186,egl-18,lessAbs,unchanged_ELT2_minus
C48A7.1,WBGene00001187,egl-19,lessAbs,unchanged_ELT2_minus
F01D4.4,WBGene00001189,egl-21,lessAbs,unchanged_ELT2_minus
Y37A1B.11,WBGene00001190,egl-23,lessAbs,unchanged_ELT2_minus
C23H3.1,WBGene00001193,egl-26,lessAbs,unchanged_ELT2_minus
C04A2.3,WBGene00001194,egl-27,lessAbs,unchanged_ELT2_minus
M01D7.7,WBGene00001196,egl-30,lessAbs,unchanged_ELT2_minus
R07A4.1,WBGene00001202,egl-36,lessAbs,unchanged_ELT2_minus
R53.3,WBGene00001207,egl-43,lessAbs,unchanged_ELT2_minus
F28B12.2,WBGene00001208,egl-44,lessAbs,unchanged_ELT2_minus
C27D11.1,WBGene00001209,egl-45,lessAbs,unchanged_ELT2_minus
K11G9.4,WBGene00001210,egl-46,lessAbs,unchanged_ELT2_minus
F26A3.3,WBGene00001214,ego-1,greater,up_ELT2_minus
Y53H1C.2,WBGene00001215,ego-2,lessAbs,unchanged_ELT2_minus
ZK1248.3,WBGene00001224,ehs-1,lessAbs,unchanged_ELT2_minus
Y54E2A.11,WBGene00001225,eif-3.B,lessAbs,unchanged_ELT2_minus
T23D8.4,WBGene00001226,eif-3.C,lessAbs,unchanged_ELT2_minus
R08D7.3,WBGene00001227,eif-3.D,lessAbs,unchanged_ELT2_minus
B0511.10,WBGene00001228,eif-3.E,lessAbs,unchanged_ELT2_minus
D2013.7,WBGene00001229,eif-3.F,lessAbs,unchanged_ELT2_minus
F22B5.2,WBGene00001230,eif-3.G,lessAbs,unchanged_ELT2_minus
C41D11.2,WBGene00001231,eif-3.H,lessAbs,unchanged_ELT2_minus
Y74C10AR.1,WBGene00001232,eif-3.I,lessAbs,unchanged_ELT2_minus
T16G1.11,WBGene00001233,eif-3.K,lessAbs,unchanged_ELT2_minus
C47B2.5,WBGene00001234,eif-6,lessAbs,unchanged_ELT2_minus
Y41C4A.10,WBGene00001235,elb-1,lessAbs,unchanged_ELT2_minus
Y82E9BR.15,WBGene00001236,elc-1,lessAbs,unchanged_ELT2_minus
F56H11.4,WBGene00001239,elo-1,lessAbs,unchanged_ELT2_minus
Y53F4B.2,WBGene00001247,elo-9,greater,up_ELT2_minus
F38A6.2,WBGene00001248,elp-1,lessAbs,unchanged_ELT2_minus
C33D3.1,WBGene00001250,elt-2,less,down_ELT2_minus
K02B9.4,WBGene00001251,elt-3,lessAbs,unchanged_ELT2_minus
F52C12.5,WBGene00001253,elt-6,lessAbs,unchanged_ELT2_minus
Y80D3A.2,WBGene00001258,emb-4,lessAbs,unchanged_ELT2_minus
T04A8.14,WBGene00001259,emb-5,lessAbs,unchanged_ELT2_minus
K10D2.6,WBGene00001262,emb-8,lessAbs,unchanged_ELT2_minus
F10B5.6,WBGene00001281,emb-27,lessAbs,unchanged_ELT2_minus
F54C8.3,WBGene00001284,emb-30,lessAbs,unchanged_ELT2_minus
F32D8.6,WBGene00001303,sec-61.G,lessAbs,unchanged_ELT2_minus
M01D7.6,WBGene00001309,emr-1,lessAbs,unchanged_ELT2_minus
ZK809.4,WBGene00001320,ent-1,lessAbs,unchanged_ELT2_minus
R11E3.6,WBGene00001324,eor-1,lessAbs,unchanged_ELT2_minus
C44H4.7,WBGene00001325,eor-2,lessAbs,unchanged_ELT2_minus
T04C10.2,WBGene00001329,epn-1,lessAbs,unchanged_ELT2_minus
F09B9.3,WBGene00001331,erd-2.1,lessAbs,unchanged_ELT2_minus
T07A9.5,WBGene00001332,eri-1,lessAbs,unchanged_ELT2_minus
Y105E8B.8,WBGene00001334,ero-1,lessAbs,unchanged_ELT2_minus
F35A5.8,WBGene00001335,F35A5.8,lessAbs,unchanged_ELT2_minus
Y41E3.4,WBGene00001336,qars-1,lessAbs,unchanged_ELT2_minus
ZC434.5,WBGene00001337,ears-1,lessAbs,unchanged_ELT2_minus
T07A9.2,WBGene00001338,ears-2,lessAbs,unchanged_ELT2_minus
F29G9.4,WBGene00001345,fos-1,lessAbs,unchanged_ELT2_minus
H38K22.1,WBGene00001352,evl-14,lessAbs,unchanged_ELT2_minus
F22B5.1,WBGene00001358,evl-20,lessAbs,unchanged_ELT2_minus
Y105E8A.22,WBGene00001365,exc-4,lessAbs,unchanged_ELT2_minus
C33D9.1,WBGene00001366,exc-5,lessAbs,unchanged_ELT2_minus
F35H8.5,WBGene00001368,exc-7,lessAbs,unchanged_ELT2_minus
F26H11.5,WBGene00001371,exl-1,lessAbs,unchanged_ELT2_minus
R09B3.1,WBGene00001372,exo-3,lessAbs,unchanged_ELT2_minus
F12F3.1,WBGene00001374,exp-2,lessAbs,unchanged_ELT2_minus
F02A9.2,WBGene00001385,far-1,lessAbs,unchanged_ELT2_minus
F02A9.3,WBGene00001386,far-2,lessAbs,unchanged_ELT2_minus
W02A2.2,WBGene00001390,far-6,lessAbs,unchanged_ELT2_minus
K01A2.2,WBGene00001391,far-7,lessAbs,unchanged_ELT2_minus
Y67H2A.8,WBGene00001393,fat-1,lessAbs,unchanged_ELT2_minus
W02A2.1,WBGene00001394,fat-2,lessAbs,unchanged_ELT2_minus
W08D2.4,WBGene00001395,fat-3,lessAbs,unchanged_ELT2_minus
T13F2.1,WBGene00001396,fat-4,lessAbs,unchanged_ELT2_minus
VZK822L.1,WBGene00001398,fat-6,lessAbs,unchanged_ELT2_minus
F56E3.4,WBGene00001400,fax-1,lessAbs,unchanged_ELT2_minus
K07A3.1,WBGene00001404,fbp-1,lessAbs,unchanged_ELT2_minus
C04F12.10,WBGene00001405,fce-1,lessAbs,unchanged_ELT2_minus
F48F5.5,WBGene00001406,fce-2,lessAbs,unchanged_ELT2_minus
Y54F10AM.2,WBGene00001410,feh-1,lessAbs,unchanged_ELT2_minus
F35D6.1,WBGene00001411,fem-1,lessAbs,unchanged_ELT2_minus
T19C3.8,WBGene00001412,fem-2,lessAbs,unchanged_ELT2_minus
C01F6.4,WBGene00001413,fem-3,greater,up_ELT2_minus
T01C3.7,WBGene00001423,fib-1,lessAbs,unchanged_ELT2_minus
F13B9.8,WBGene00001425,fis-2,lessAbs,unchanged_ELT2_minus
F36H1.1,WBGene00001426,fkb-1,lessAbs,unchanged_ELT2_minus
Y18D10A.19,WBGene00001427,fkb-2,lessAbs,unchanged_ELT2_minus
C05C8.3,WBGene00001428,fkb-3,lessAbs,unchanged_ELT2_minus
Y18D10A.25,WBGene00001433,fkb-8,lessAbs,unchanged_ELT2_minus
F40H3.4,WBGene00001440,fkh-8,lessAbs,unchanged_ELT2_minus
K03C7.2,WBGene00001441,fkh-9,lessAbs,unchanged_ELT2_minus
B0523.5,WBGene00001443,fli-1,lessAbs,unchanged_ELT2_minus
F23B2.5,WBGene00001444,flp-1,lessAbs,unchanged_ELT2_minus
W07E11.3,WBGene00001445,flp-2,lessAbs,unchanged_ELT2_minus
W07E11.2,WBGene00001446,flp-3,lessAbs,unchanged_ELT2_minus
C03G5.7,WBGene00001448,flp-5,lessAbs,unchanged_ELT2_minus
F31F6.4,WBGene00001451,flp-8,lessAbs,unchanged_ELT2_minus
C36H8.3,WBGene00001452,flp-9,lessAbs,unchanged_ELT2_minus
T06C10.4,WBGene00001453,flp-10,lessAbs,unchanged_ELT2_minus
K02G10.4,WBGene00001454,flp-11,lessAbs,unchanged_ELT2_minus
Y48D7A.2,WBGene00001461,flp-18,lessAbs,unchanged_ELT2_minus
M79.4,WBGene00001462,flp-19,lessAbs,unchanged_ELT2_minus
F02D10.5,WBGene00001465,flr-1,lessAbs,unchanged_ELT2_minus
F09B12.6,WBGene00001468,flr-4,lessAbs,unchanged_ELT2_minus
ZK783.4,WBGene00001470,baz-2,lessAbs,unchanged_ELT2_minus
K08C7.2,WBGene00001476,fmo-1,lessAbs,unchanged_ELT2_minus
F53F4.5,WBGene00001479,fmo-4,lessAbs,unchanged_ELT2_minus
Y113G7B.5,WBGene00001482,fog-2,greater,up_ELT2_minus
T07D1.4,WBGene00001484,fox-1,lessAbs,unchanged_ELT2_minus
Y113G7A.8,WBGene00001485,fre-1,lessAbs,unchanged_ELT2_minus
F59G1.7,WBGene00001486,frh-1,lessAbs,unchanged_ELT2_minus
T04B2.2,WBGene00001487,frk-1,lessAbs,unchanged_ELT2_minus
ZK270.2,WBGene00001488,frm-1,lessAbs,unchanged_ELT2_minus
T04C9.6,WBGene00001489,frm-2,lessAbs,unchanged_ELT2_minus
H05G16.1,WBGene00001490,frm-3,lessAbs,unchanged_ELT2_minus
C24A11.8,WBGene00001491,frm-4,lessAbs,unchanged_ELT2_minus
Y38C1AB.8,WBGene00001492,frm-5.1,lessAbs,unchanged_ELT2_minus
C51F7.1,WBGene00001493,frm-7,lessAbs,unchanged_ELT2_minus
H09G03.2,WBGene00001494,frm-8,lessAbs,unchanged_ELT2_minus
F31B12.3,WBGene00001495,F31B12.3,lessAbs,unchanged_ELT2_minus
F25H9.5,WBGene00001496,frm-10,lessAbs,unchanged_ELT2_minus
T08B2.9,WBGene00001497,fars-1,lessAbs,unchanged_ELT2_minus
F22B5.9,WBGene00001498,fars-3,lessAbs,unchanged_ELT2_minus
C26E6.5,WBGene00001499,fsn-1,lessAbs,unchanged_ELT2_minus
C54F6.14,WBGene00001500,ftn-1,lessAbs,unchanged_ELT2_minus
D1037.3,WBGene00001501,ftn-2,greater,up_ELT2_minus
F52D10.3,WBGene00001502,ftt-2,lessAbs,unchanged_ELT2_minus
H14A12.2,WBGene00001503,fum-1,lessAbs,unchanged_ELT2_minus
K08F8.3,WBGene00001505,fut-1,lessAbs,unchanged_ELT2_minus
EGAP9.2,WBGene00001506,fut-2,greater,up_ELT2_minus
C10F3.6,WBGene00001508,fut-8,lessAbs,unchanged_ELT2_minus
ZK1248.14,WBGene00001509,fzo-1,lessAbs,unchanged_ELT2_minus
ZK1307.6,WBGene00001510,fzr-1,lessAbs,unchanged_ELT2_minus
ZK177.6,WBGene00001511,fzy-1,lessAbs,unchanged_ELT2_minus
T05H4.14,WBGene00001513,gad-1,lessAbs,unchanged_ELT2_minus
C05D2.5,WBGene00001514,xnd-1,greater,up_ELT2_minus
T24C12.2,WBGene00001515,gap-1,lessAbs,unchanged_ELT2_minus
C15B12.5,WBGene00001517,gar-1,lessAbs,unchanged_ELT2_minus
F47D12.1,WBGene00001518,gar-2,lessAbs,unchanged_ELT2_minus
Y40H4A.1,WBGene00001519,gar-3,lessAbs,unchanged_ELT2_minus
K09A9.5,WBGene00001520,gas-1,lessAbs,unchanged_ELT2_minus
M05D6.7,WBGene00001523,gbh-2,lessAbs,unchanged_ELT2_minus
F37B12.2,WBGene00001527,gcs-1,lessAbs,unchanged_ELT2_minus
F52E1.4,WBGene00001534,gcy-7,lessAbs,unchanged_ELT2_minus
C49H3.1,WBGene00001535,gcy-8,lessAbs,unchanged_ELT2_minus
ZK455.2,WBGene00001536,gcy-9,lessAbs,unchanged_ELT2_minus
C30G4.3,WBGene00001537,gcy-11,lessAbs,unchanged_ELT2_minus
F08B1.2,WBGene00001538,gcy-12,lessAbs,unchanged_ELT2_minus
ZK896.8,WBGene00001543,gcy-18,lessAbs,unchanged_ELT2_minus
T03D8.5,WBGene00001547,gcy-22,lessAbs,unchanged_ELT2_minus
T07D1.1,WBGene00001551,gcy-31,lessAbs,unchanged_ELT2_minus
T04D3.4,WBGene00001555,gcy-35,lessAbs,unchanged_ELT2_minus
C46E1.2,WBGene00001556,gcy-36,lessAbs,unchanged_ELT2_minus
Y57G11C.10,WBGene00001558,gdi-1,lessAbs,unchanged_ELT2_minus
F45H7.2,WBGene00001559,gei-1,lessAbs,unchanged_ELT2_minus
W07B3.2,WBGene00001561,gei-4,lessAbs,unchanged_ELT2_minus
B0513.1,WBGene00001562,lin-66,lessAbs,unchanged_ELT2_minus
C05C8.4,WBGene00001563,gei-6,lessAbs,unchanged_ELT2_minus
C14B9.6,WBGene00001565,gei-8,lessAbs,unchanged_ELT2_minus
F32H2.1,WBGene00001568,snpc-4,lessAbs,unchanged_ELT2_minus
F52D2.4,WBGene00001569,meg-3,lessAbs,unchanged_ELT2_minus
F58A4.11,WBGene00001570,gei-13,lessAbs,unchanged_ELT2_minus
K01C8.5,WBGene00001571,gei-14,greater,up_ELT2_minus
W10D5.3,WBGene00001574,gei-17,lessAbs,unchanged_ELT2_minus
T12A7.1,WBGene00001577,gem-4,greater,up_ELT2_minus
R12A1.4,WBGene00001578,ges-1,lessAbs,unchanged_ELT2_minus
F56A11.1,WBGene00001579,gex-2,lessAbs,unchanged_ELT2_minus
F28D1.10,WBGene00001580,gex-3,lessAbs,unchanged_ELT2_minus
K02A11.1,WBGene00001582,gfi-2,lessAbs,unchanged_ELT2_minus
M163.4,WBGene00001583,gfi-3,lessAbs,unchanged_ELT2_minus
F45E4.10,WBGene00001584,nrde-4,lessAbs,unchanged_ELT2_minus
M04B2.3,WBGene00001585,gfl-1,lessAbs,unchanged_ELT2_minus
C09G5.1,WBGene00001586,ggr-1,lessAbs,unchanged_ELT2_minus
H04J21.3,WBGene00001589,gip-1,lessAbs,unchanged_ELT2_minus
C45G3.3,WBGene00001590,lipt-1,lessAbs,unchanged_ELT2_minus
F11A5.10,WBGene00001591,glc-1,lessAbs,unchanged_ELT2_minus
F25F8.2,WBGene00001592,glc-2,lessAbs,unchanged_ELT2_minus
ZC317.3,WBGene00001593,glc-3,lessAbs,unchanged_ELT2_minus
T23G11.3,WBGene00001595,gld-1,greater,up_ELT2_minus
ZC308.1,WBGene00001596,gld-2,lessAbs,unchanged_ELT2_minus
T07F8.3,WBGene00001597,gld-3,greater,up_ELT2_minus
T21G5.3,WBGene00001598,glh-1,greater,up_ELT2_minus
C55B7.1,WBGene00001599,glh-2,greater,up_ELT2_minus
B0414.6,WBGene00001600,glh-3,greater,up_ELT2_minus
C45B2.5,WBGene00001602,gln-1,lessAbs,unchanged_ELT2_minus
Y105C5B.28,WBGene00001604,gln-3,lessAbs,unchanged_ELT2_minus
F26D10.10,WBGene00001606,gln-5,greater,up_ELT2_minus
C28D4.3,WBGene00001607,gln-6,greater,up_ELT2_minus
F02A9.6,WBGene00001609,glp-1,greater,up_ELT2_minus
C06A8.9,WBGene00001615,glr-4,lessAbs,unchanged_ELT2_minus
F41B4.4,WBGene00001617,glr-6,lessAbs,unchanged_ELT2_minus
C12D12.2,WBGene00001620,glt-1,lessAbs,unchanged_ELT2_minus
K08F4.4,WBGene00001621,glt-3,lessAbs,unchanged_ELT2_minus
T22E5.2,WBGene00001622,glt-4,lessAbs,unchanged_ELT2_minus
R05G6.6,WBGene00001624,glt-6,lessAbs,unchanged_ELT2_minus
W03G1.1,WBGene00001625,glt-7,lessAbs,unchanged_ELT2_minus
C55B7.2,WBGene00001627,gly-2,lessAbs,unchanged_ELT2_minus
ZK688.8,WBGene00001628,gly-3,lessAbs,unchanged_ELT2_minus
Y39E4B.12,WBGene00001630,gly-5,lessAbs,unchanged_ELT2_minus
H38K22.5,WBGene00001631,gly-6,lessAbs,unchanged_ELT2_minus
Y45F10D.3,WBGene00001635,gly-10,lessAbs,unchanged_ELT2_minus
F48E3.1,WBGene00001637,gly-12,lessAbs,unchanged_ELT2_minus
C03E10.4,WBGene00001645,gly-20,lessAbs,unchanged_ELT2_minus
B0024.12,WBGene00001646,gna-1,lessAbs,unchanged_ELT2_minus
T23G11.2,WBGene00001647,gna-2,greater,up_ELT2_minus
C26C6.2,WBGene00001648,goa-1,lessAbs,unchanged_ELT2_minus
H13N06.3,WBGene00001649,gob-1,lessAbs,unchanged_ELT2_minus
